yop_kodu,year,ortalama_tercih_edilme_sirasi_A,ortalama_yerlesen_tercih_sirasi_B,marka_etkinlik_degeri_A_div_B
102610149,2023,10.5,8.7,1.21
102610149,2024,10.3,8.9,1.16
102610158,2022,11.0,9.0,1.22
102610158,2023,10.5,6.9,1.52
102610158,2024,9.8,9.4,1.04
102610167,2022,13.2,11.6,1.14
102610167,2023,11.3,8.6,1.31
102610167,2024,10.8,9.9,1.09
102610176,2022,11.6,8.7,1.33
102610176,2023,11.5,7.8,1.47
102610176,2024,10.8,7.9,1.37
102610185,2022,10.5,7.3,1.44
102610185,2023,9.9,6.7,1.48
102610185,2024,10.1,8.1,1.25
102610194,2022,10.6,6.6,1.61
102610194,2023,11.0,6.7,1.64
102610194,2024,10.5,5.5,1.91
102610201,2022,10.3,6.7,1.54
102610201,2023,9.2,5.7,1.61
102610201,2024,9.4,6.4,1.47
102610219,2022,10.1,5.2,1.94
102610219,2023,9.5,4.6,2.07
102610219,2024,9.2,5.2,1.77
102610228,2022,9.5,6.0,1.58
102610228,2023,8.7,4.4,1.98
102610228,2024,9.4,4.6,2.04
102610237,2022,11.5,7.9,1.46
102610237,2023,10.0,7.1,1.41
102610237,2024,11.0,9.6,1.15
102610246,2022,10.8,6.5,1.66
102610246,2023,8.1,5.2,1.56
102610246,2024,9.7,7.8,1.24
102610255,2022,10.6,5.8,1.83
102610255,2023,9.6,5.2,1.85
102610255,2024,9.5,7.7,1.23
102610273,2022,10.1,6.6,1.53
102610273,2023,9.9,5.7,1.74
102610273,2024,9.8,7.7,1.27
102610307,2022,14.5,12.8,1.13
102610307,2023,13.1,11.8,1.11
102610307,2024,12.3,11.9,1.03
102610316,2022,13.4,4.5,2.98
102610316,2023,12.5,4.9,2.55
102610316,2024,13.1,11.6,1.13
102610343,2022,12.3,8.0,1.54
102610343,2023,12.4,8.4,1.48
102610343,2024,12.3,10.7,1.15
102610361,2022,13.1,7.1,1.85
102610361,2023,13.6,8.0,1.7
102610361,2024,13.7,12.3,1.11
102610388,2022,10.2,4.3,2.37
102610388,2023,9.7,7.2,1.35
102610388,2024,9.9,7.1,1.39
102610422,2022,9.5,7.2,1.32
102610422,2023,9.5,8.8,1.08
102610422,2024,9.2,7.6,1.21
102610431,2022,9.6,5.0,1.92
102610431,2023,9.2,5.5,1.67
102610431,2024,8.8,6.2,1.42
102610449,2022,12.2,8.1,1.51
102610449,2023,12.4,7.6,1.63
102610449,2024,11.2,10.8,1.04
102610458,2022,9.0,5.3,1.7
102610458,2023,7.7,4.7,1.64
102610458,2024,8.6,6.8,1.26
102610467,2022,11.3,7.4,1.53
102610467,2023,10.8,9.0,1.2
102610467,2024,10.9,9.3,1.17
102610476,2022,11.0,8.6,1.28
102610476,2023,12.2,8.7,1.4
102610476,2024,11.6,8.6,1.35
102610485,2022,9.6,6.9,1.39
102610485,2023,9.0,8.2,1.1
102610485,2024,9.1,6.2,1.47
102610494,2022,10.9,7.3,1.49
102610494,2023,11.7,7.3,1.6
102610494,2024,11.4,7.6,1.5
102610537,2022,10.0,5.7,1.75
102610537,2023,9.3,5.4,1.72
102610537,2024,10.3,7.4,1.39
102610546,2022,10.6,7.2,1.47
102610546,2023,10.0,6.7,1.49
102610546,2024,10.7,5.8,1.84
102610591,2022,8.9,7.4,1.2
102610591,2023,8.4,6.4,1.31
102610591,2024,9.3,8.0,1.16
102610607,2022,11.3,8.9,1.27
102610607,2023,10.1,7.3,1.38
102610607,2024,9.7,8.1,1.2
102610616,2022,11.1,7.8,1.42
102610616,2023,9.8,4.7,2.09
102610616,2024,9.1,9.0,1.01
102610634,2022,11.8,14.0,0.84
102610634,2023,10.7,9.0,1.19
102610634,2024,11.0,9.0,1.22
102610688,2022,10.5,9.0,1.17
102610688,2023,11.1,10.0,1.11
102610688,2024,10.5,16.0,0.66
102610697,2022,9.4,5.8,1.62
102610697,2023,8.1,5.3,1.53
102610697,2024,8.8,5.8,1.52
102610704,2022,9.6,4.3,2.23
102610704,2023,8.8,3.6,2.44
102610704,2024,9.0,3.6,2.5
102610713,2022,9.0,5.6,1.61
102610713,2023,8.4,4.8,1.75
102610713,2024,8.8,5.3,1.66
102610722,2022,12.1,8.8,1.37
102610722,2023,12.6,11.9,1.06
102610722,2024,12.6,16.3,0.77
102610749,2022,11.1,6.7,1.66
102610749,2023,9.7,5.6,1.73
102610749,2024,9.4,7.4,1.27
102610758,2022,13.2,10.5,1.26
102610758,2023,13.1,8.1,1.62
102610758,2024,15.8,14.5,1.09
102610776,2022,12.1,5.1,2.37
102610776,2023,11.2,3.1,3.61
102610776,2024,11.8,6.4,1.84
102610801,2022,12.2,6.0,2.03
102610801,2023,11.8,6.7,1.76
102610801,2024,12.4,10.3,1.2
102610907,2022,11.4,11.2,1.02
102610907,2023,11.2,8.3,1.35
102610907,2024,10.5,10.1,1.04
102690120,2022,10.3,5.5,1.87
102690120,2023,9.9,5.7,1.74
102690120,2024,9.9,7.4,1.34
102690125,2022,9.6,6.4,1.5
102690125,2023,9.4,5.8,1.62
102690125,2024,9.5,6.4,1.48
102690126,2022,10.2,5.0,2.04
102690126,2023,10.3,6.9,1.49
102690126,2024,10.3,7.6,1.36
102690127,2022,9.6,4.7,2.04
102690127,2023,9.8,7.2,1.36
102690127,2024,10.0,8.9,1.12
102690212,2022,9.0,5.7,1.58
102690212,2023,8.9,5.9,1.51
102690212,2024,8.4,7.2,1.17
102690213,2022,10.3,6.3,1.63
102690213,2023,9.9,5.7,1.74
102690213,2024,10.0,6.3,1.59
102690214,2022,12.6,10.9,1.16
102690214,2023,12.6,8.0,1.57
102690214,2024,11.0,10.9,1.01
102690264,2022,10.7,8.0,1.34
102690264,2023,11.6,9.6,1.21
102690264,2024,11.2,9.8,1.14
102690265,2022,9.7,3.7,2.62
102690265,2023,8.7,4.5,1.93
102690265,2024,9.1,4.5,2.02
102690267,2022,10.4,3.2,3.25
102690267,2023,11.0,3.5,3.14
102690267,2024,9.9,1.4,7.07
102690269,2022,11.1,8.5,1.31
102690269,2023,10.1,6.9,1.46
102690269,2024,9.5,8.9,1.07
102690270,2022,9.4,6.9,1.36
102690270,2023,8.9,7.5,1.19
102690270,2024,10.6,9.4,1.13
102690271,2022,12.1,10.5,1.15
102690271,2023,13.2,9.2,1.43
102690271,2024,11.2,8.0,1.4
102690294,2022,10.4,5.4,1.93
102690294,2023,10.8,6.9,1.57
102690294,2024,11.1,9.5,1.17
102690301,2022,13.5,12.4,1.09
102690301,2023,13.1,11.1,1.18
102690301,2024,12.5,10.9,1.15
102690357,2024,10.1,5.2,1.94
102690364,2024,10.7,5.4,1.98
102690371,2024,9.6,6.4,1.5
102710033,2022,11.8,6.4,1.84
102710033,2023,11.6,7.0,1.66
102710033,2024,13.2,3.5,3.77
102710042,2022,7.1,5.6,1.27
102710042,2023,7.2,6.0,1.2
102710042,2024,7.2,6.4,1.12
102710051,2022,5.8,2.6,2.23
102710051,2023,5.8,2.1,2.76
102710051,2024,6.5,2.6,2.5
102710069,2022,9.1,5.6,1.62
102710069,2023,9.7,8.2,1.18
102710069,2024,9.9,8.8,1.12
102710078,2022,9.8,5.7,1.72
102710078,2023,9.0,8.2,1.1
102710078,2024,9.2,8.1,1.14
102710087,2022,10.6,9.7,1.09
102710087,2023,9.8,10.3,0.95
102710087,2024,9.9,4.9,2.02
102710096,2022,8.5,4.0,2.12
102710096,2023,9.2,5.9,1.56
102710096,2024,8.7,5.8,1.5
102710121,2022,9.9,7.9,1.25
102710121,2023,9.2,7.0,1.31
102710121,2024,9.8,6.4,1.53
102710139,2022,10.6,6.1,1.74
102710139,2023,8.8,6.2,1.42
102710139,2024,9.5,3.5,2.71
102710148,2022,11.2,6.5,1.72
102710148,2023,10.3,4.7,2.19
102710148,2024,10.0,7.5,1.33
102710157,2022,9.6,6.4,1.5
102710157,2023,9.2,5.2,1.77
102710157,2024,9.3,5.6,1.66
102710166,2022,11.9,8.7,1.37
102710166,2023,11.3,9.0,1.26
102710166,2024,10.4,9.3,1.12
102710184,2022,10.6,7.5,1.41
102710184,2023,10.2,9.6,1.06
102710184,2024,9.9,11.0,0.9
102710193,2022,10.1,9.3,1.09
102710193,2023,9.8,7.7,1.27
102710193,2024,9.8,9.9,0.99
102710209,2022,10.3,7.3,1.41
102710209,2023,9.1,4.5,2.02
102710209,2024,9.4,6.3,1.49
102710218,2022,9.5,7.1,1.34
102710218,2023,8.3,5.9,1.41
102710218,2024,9.1,7.8,1.17
102710227,2022,9.6,5.8,1.66
102710227,2023,8.8,5.3,1.66
102710227,2024,8.9,5.4,1.65
102710236,2022,9.6,7.3,1.32
102710236,2023,8.9,6.2,1.44
102710236,2024,9.4,4.8,1.96
102710245,2022,8.7,6.4,1.36
102710245,2023,8.0,4.6,1.74
102710245,2024,8.4,5.0,1.68
102710263,2022,10.6,12.2,0.87
102710263,2023,10.3,9.6,1.07
102710263,2024,9.7,8.6,1.13
102710281,2022,12.5,9.3,1.34
102710281,2023,11.9,8.9,1.34
102710281,2024,11.2,9.8,1.14
102710324,2022,9.1,6.0,1.52
102710324,2023,8.8,6.7,1.31
102710324,2024,8.8,7.4,1.19
102710333,2022,10.7,8.9,1.2
102710333,2023,10.1,7.4,1.36
102710333,2024,9.3,9.0,1.03
102710387,2022,10.2,9.1,1.12
102710387,2023,9.3,6.6,1.41
102710387,2024,10.1,8.7,1.16
102710396,2022,10.4,7.4,1.41
102710396,2023,10.4,6.9,1.51
102710396,2024,9.9,11.4,0.87
102710403,2022,9.4,6.5,1.45
102710403,2023,9.2,5.8,1.59
102710403,2024,8.9,7.5,1.19
102710439,2022,11.3,7.3,1.55
102710439,2023,10.5,7.4,1.42
102710439,2024,10.7,9.5,1.13
102710448,2022,11.7,8.2,1.43
102710448,2023,10.3,6.2,1.66
102710448,2024,10.8,11.1,0.97
102710457,2022,11.6,8.4,1.38
102710457,2023,9.8,7.3,1.34
102710457,2024,10.3,10.1,1.02
102710466,2022,11.4,5.6,2.04
102710466,2023,9.7,5.1,1.9
102710466,2024,10.4,9.7,1.07
102710475,2022,11.1,6.8,1.63
102710475,2023,9.9,5.6,1.77
102710475,2024,10.0,9.6,1.04
102710493,2022,10.7,6.5,1.65
102710493,2023,10.0,6.0,1.67
102710493,2024,9.1,8.6,1.06
102710509,2022,11.8,7.7,1.53
102710509,2023,11.3,8.2,1.38
102710509,2024,11.1,11.7,0.95
102710518,2022,10.1,7.6,1.33
102710518,2023,9.6,7.8,1.23
102710518,2024,9.8,8.3,1.18
102710527,2022,11.0,7.2,1.53
102710527,2023,9.8,6.2,1.58
102710527,2024,9.2,7.5,1.23
102710536,2022,8.7,5.5,1.58
102710536,2023,8.0,4.6,1.74
102710536,2024,7.9,10.0,0.79
102710545,2022,9.3,6.8,1.37
102710545,2023,8.3,4.2,1.98
102710545,2024,8.0,6.2,1.29
102710563,2022,11.3,6.7,1.69
102710563,2023,9.6,5.3,1.81
102710563,2024,9.1,6.0,1.52
102710572,2022,12.0,9.4,1.28
102710572,2023,10.7,6.3,1.7
102710572,2024,9.9,8.6,1.15
102710581,2022,11.4,7.1,1.61
102710581,2023,10.5,6.9,1.52
102710581,2024,9.4,7.0,1.34
102710624,2022,9.0,9.7,0.93
102710624,2023,8.4,6.3,1.33
102710624,2024,8.7,7.9,1.1
102710633,2022,11.1,8.9,1.25
102710633,2023,9.9,7.7,1.29
102710633,2024,10.3,7.1,1.45
102710669,2022,9.6,5.6,1.71
102710669,2023,8.6,3.7,2.32
102710669,2024,9.1,5.0,1.82
102710678,2022,12.1,4.3,2.81
102710678,2023,10.8,5.1,2.12
102710678,2024,12.6,10.2,1.24
102710696,2022,9.8,5.3,1.85
102710696,2023,9.3,6.8,1.37
102710696,2024,9.0,13.0,0.69
102710703,2022,8.5,8.0,1.06
102710703,2023,8.1,6.6,1.23
102710703,2024,8.0,5.6,1.43
102710739,2022,10.1,5.2,1.94
102710739,2023,8.9,4.1,2.17
102710739,2024,9.1,7.1,1.28
102710748,2022,9.7,6.8,1.43
102710748,2023,8.9,5.9,1.51
102710748,2024,9.1,8.2,1.11
102710845,2022,10.2,6.6,1.55
102710845,2023,8.9,5.6,1.59
102710845,2024,9.5,6.7,1.42
102710854,2022,13.0,9.0,1.44
102710854,2023,12.3,6.1,2.02
102710854,2024,13.4,9.9,1.35
102710872,2022,11.0,7.2,1.53
102710872,2023,10.3,6.0,1.72
102710872,2024,9.8,8.9,1.1
102710881,2022,13.5,9.8,1.38
102710881,2023,12.3,8.7,1.41
102710881,2024,11.4,12.0,0.95
102710906,2022,9.8,7.8,1.26
102710906,2023,8.7,6.0,1.45
102710906,2024,9.3,7.1,1.31
102710924,2022,10.0,7.0,1.43
102710924,2023,9.5,8.2,1.16
102710924,2024,12.2,7.8,1.56
102710942,2022,10.8,8.7,1.24
102710942,2023,10.5,7.1,1.48
102710942,2024,9.6,9.7,0.99
102710951,2022,11.2,7.9,1.42
102710951,2023,10.2,7.1,1.44
102710951,2024,10.3,10.5,0.98
102710969,2022,10.9,2.4,4.54
102710969,2023,10.9,4.4,2.48
102710969,2024,11.6,9.3,1.25
102790175,2022,9.1,9.1,1.0
102790175,2023,8.6,8.0,1.07
102790175,2024,8.7,9.3,0.94
102790176,2022,11.4,6.4,1.78
102790176,2023,12.0,12.7,0.94
102790176,2024,11.2,16.7,0.67
102790177,2022,9.5,5.1,1.86
102790177,2023,8.5,5.8,1.47
102790177,2024,9.0,9.1,0.99
102790178,2022,7.7,4.3,1.79
102790178,2023,7.3,4.3,1.7
102790178,2024,6.9,4.2,1.64
102790184,2022,9.4,6.6,1.42
102790184,2023,8.6,6.2,1.39
102790184,2024,9.3,9.8,0.95
102790187,2022,11.2,9.2,1.22
102790187,2023,10.1,7.5,1.35
102790187,2024,9.6,8.4,1.14
102790188,2022,11.4,6.7,1.7
102790188,2023,10.6,5.2,2.04
102790188,2024,11.4,9.7,1.18
102790219,2022,10.7,10.7,1.0
102790219,2023,10.4,8.7,1.2
102790219,2024,9.8,8.5,1.15
102790235,2022,9.4,4.2,2.24
102790235,2023,7.7,4.4,1.75
102790235,2024,8.6,7.0,1.23
102790236,2022,8.4,2.9,2.9
102790236,2023,8.7,5.8,1.5
102790236,2024,9.1,6.4,1.42
102790237,2022,11.2,7.6,1.47
102790237,2023,9.4,5.3,1.77
102790237,2024,9.7,6.9,1.41
102790242,2022,10.7,7.2,1.49
102790242,2023,9.1,5.6,1.62
102790242,2024,9.8,9.0,1.09
102790244,2022,10.6,4.2,2.52
102790244,2023,9.0,4.7,1.91
102790244,2024,9.2,9.6,0.96
102790245,2022,11.8,8.5,1.39
102790245,2023,11.5,9.6,1.2
102790245,2024,10.2,7.8,1.31
102790246,2022,10.9,10.3,1.06
102790246,2023,10.4,8.8,1.18
102790246,2024,11.1,11.0,1.01
102790288,2022,8.7,8.5,1.02
102790288,2023,8.9,10.1,0.88
102790288,2024,8.6,11.7,0.74
102790289,2022,10.6,5.8,1.83
102790289,2023,10.2,7.0,1.46
102790289,2024,9.9,4.0,2.48
102790315,2022,10.5,6.8,1.54
102790315,2023,9.4,5.7,1.65
102790315,2024,10.2,9.0,1.13
102790329,2022,9.4,6.2,1.52
102790329,2023,9.3,5.4,1.72
102790329,2024,10.2,8.5,1.2
102790343,2022,9.2,7.2,1.28
102790343,2023,8.7,7.0,1.24
102790343,2024,9.2,9.8,0.94
102790357,2023,5.3,1.0,5.3
102790357,2024,7.7,5.0,1.54
102790462,2024,7.2,5.5,1.31
102790469,2024,9.2,7.6,1.21
102790490,2024,8.1,5.2,1.56
102790497,2024,9.8,8.8,1.11
101410012,2022,11.1,6.4,1.73
101410012,2023,12.1,12.7,0.95
101410012,2024,11.0,15.6,0.71
101410021,2022,11.9,8.3,1.43
101410021,2023,12.8,12.3,1.04
101410021,2024,12.0,15.0,0.8
101410039,2022,11.0,7.5,1.47
101410039,2023,10.5,8.1,1.3
101410039,2024,10.4,10.3,1.01
101410048,2022,7.7,5.5,1.4
101410048,2023,7.9,4.8,1.65
101410048,2024,8.0,5.8,1.38
101410057,2022,10.6,4.1,2.59
101410057,2023,9.5,4.9,1.94
101410057,2024,9.3,5.4,1.72
101410066,2022,11.9,10.5,1.13
101410066,2023,10.9,8.6,1.27
101410066,2024,10.5,7.8,1.35
101410075,2022,8.9,5.6,1.59
101410075,2023,8.0,5.2,1.54
101410075,2024,9.0,5.4,1.67
101410084,2022,10.9,7.1,1.54
101410084,2023,8.9,6.3,1.41
101410084,2024,10.3,7.1,1.45
101410093,2022,9.9,5.9,1.68
101410093,2023,10.2,5.5,1.85
101410093,2024,9.3,5.3,1.75
101410109,2022,12.0,9.2,1.3
101410109,2023,11.1,7.9,1.41
101410109,2024,11.3,9.2,1.23
101410136,2022,12.3,13.0,0.95
101410136,2023,11.1,9.0,1.23
101410136,2024,10.8,10.0,1.08
101410145,2022,10.8,8.2,1.32
101410145,2023,10.3,5.8,1.78
101410145,2024,10.5,7.9,1.33
101410154,2022,10.4,6.5,1.6
101410154,2023,11.0,5.5,2.0
101410154,2024,10.0,5.6,1.79
101410163,2022,8.8,4.8,1.83
101410163,2023,8.2,5.1,1.61
101410163,2024,8.7,5.2,1.67
101410172,2022,9.0,4.1,2.2
101410172,2023,8.4,3.1,2.71
101410172,2024,8.5,4.1,2.07
101410181,2022,8.7,7.3,1.19
101410181,2023,8.0,4.9,1.63
101410181,2024,8.4,4.9,1.71
101410206,2022,11.0,5.5,2.0
101410206,2023,10.3,5.5,1.87
101410206,2024,10.2,8.1,1.26
101410215,2022,9.8,5.9,1.66
101410215,2023,8.8,4.8,1.83
101410215,2024,8.9,5.1,1.75
101410224,2022,9.9,5.7,1.74
101410224,2023,8.9,4.3,2.07
101410224,2024,8.8,5.9,1.49
101410233,2022,8.2,4.8,1.71
101410233,2023,7.1,5.3,1.34
101410233,2024,7.4,4.8,1.54
101410242,2022,8.1,5.0,1.62
101410242,2023,7.2,3.4,2.12
101410242,2024,6.7,2.6,2.58
101410251,2022,9.7,6.9,1.41
101410251,2023,9.6,4.4,2.18
101410251,2024,9.4,5.5,1.71
101410269,2022,9.5,5.2,1.83
101410269,2023,9.1,4.5,2.02
101410269,2024,9.4,5.1,1.84
101410278,2022,10.9,8.9,1.22
101410278,2023,10.3,6.6,1.56
101410278,2024,9.9,10.3,0.96
101410303,2022,9.2,9.3,0.99
101410303,2023,9.8,9.5,1.03
101410303,2024,8.2,4.2,1.95
101410321,2022,9.7,7.0,1.39
101410321,2024,8.8,4.5,1.96
101410339,2022,12.1,7.1,1.7
101410339,2023,12.1,6.7,1.81
101410339,2024,15.9,11.0,1.45
101410357,2022,11.0,8.9,1.24
101410357,2023,11.0,8.6,1.28
101410357,2024,10.0,9.7,1.03
101410366,2022,8.9,5.0,1.78
101410366,2023,8.8,4.5,1.96
101410366,2024,12.7,11.0,1.15
101410375,2022,9.5,5.3,1.79
101410375,2023,8.6,4.6,1.87
101410375,2024,8.5,3.7,2.3
101410393,2022,9.0,4.7,1.91
101410393,2023,9.5,5.9,1.61
101410393,2024,11.0,9.2,1.2
101410409,2022,7.9,4.3,1.84
101410409,2023,8.3,5.1,1.63
101410409,2024,8.3,6.2,1.34
101410418,2022,9.2,4.2,2.19
101410418,2023,9.1,4.7,1.94
101410418,2024,8.5,5.8,1.47
101410427,2022,8.7,5.4,1.61
101410427,2023,7.8,5.7,1.37
101410427,2024,7.2,4.7,1.53
101410436,2022,9.8,7.4,1.32
101410436,2023,9.5,6.9,1.38
101410436,2024,8.1,3.4,2.38
101410445,2022,8.4,5.1,1.65
101410445,2023,8.4,6.0,1.4
101410445,2024,7.6,2.9,2.62
101410454,2022,9.8,7.0,1.4
101410454,2023,8.8,10.2,0.86
101410454,2024,8.6,4.9,1.76
101410463,2022,9.0,6.5,1.38
101410463,2023,9.1,8.3,1.1
101410463,2024,9.0,5.7,1.58
101410472,2022,12.4,1.0,12.4
101410481,2022,12.4,10.6,1.17
101410481,2023,11.8,8.4,1.4
101410481,2024,11.0,10.3,1.07
101410499,2022,12.6,7.5,1.68
101410499,2023,11.4,4.5,2.53
101410499,2024,12.2,11.0,1.11
101410506,2022,13.6,7.0,1.94
101410506,2023,11.6,7.5,1.55
101410506,2024,12.9,9.4,1.37
101410515,2022,12.8,8.1,1.58
101410515,2023,12.4,8.2,1.51
101410515,2024,12.6,10.9,1.16
101410524,2022,10.0,3.2,3.12
101410524,2023,10.1,4.8,2.1
101410524,2024,9.5,4.1,2.32
101410533,2022,8.1,6.0,1.35
101410533,2023,8.1,4.0,2.02
101410533,2024,8.5,6.6,1.29
101410542,2022,11.5,5.5,2.09
101410542,2023,13.7,8.0,1.71
101410542,2024,10.1,10.0,1.01
101410551,2022,8.9,7.1,1.25
101410551,2023,8.8,5.6,1.57
101410551,2024,8.6,7.8,1.1
101410806,2022,11.2,7.8,1.44
101410806,2023,11.0,6.2,1.77
101410806,2024,9.4,6.9,1.36
101410815,2022,9.0,5.4,1.67
101410815,2023,8.8,5.0,1.76
101410815,2024,8.6,5.5,1.56
101410824,2022,11.4,9.0,1.27
101410824,2023,10.9,7.7,1.42
101410824,2024,9.8,8.6,1.14
101410833,2022,13.9,10.3,1.35
101410833,2023,12.4,10.3,1.2
101410833,2024,11.6,10.8,1.07
101410842,2022,9.3,5.3,1.75
101410842,2023,9.1,4.8,1.9
101410842,2024,9.2,7.0,1.31
101410851,2022,11.8,6.8,1.74
101410851,2023,10.0,7.5,1.33
101410851,2024,9.4,8.5,1.11
101410869,2022,10.0,7.6,1.32
101410869,2023,11.6,8.1,1.43
101410869,2024,9.8,7.4,1.32
101410878,2022,10.0,7.8,1.28
101410878,2023,9.8,6.9,1.42
101410878,2024,9.0,5.6,1.61
101410887,2022,8.4,5.6,1.5
101410887,2023,9.1,5.0,1.82
101410887,2024,8.7,5.0,1.74
101410912,2022,10.9,7.8,1.4
101410912,2023,10.8,6.1,1.77
101410912,2024,10.0,7.7,1.3
101410921,2022,10.8,9.1,1.19
101410921,2023,12.0,9.1,1.32
101410921,2024,10.7,8.4,1.27
101410939,2022,10.6,7.3,1.45
101410939,2023,11.5,5.7,2.02
101410939,2024,10.7,8.5,1.26
101410948,2022,10.8,9.5,1.14
101410948,2023,11.2,7.8,1.44
101410948,2024,9.9,8.6,1.15
101410966,2022,12.4,9.3,1.33
101410966,2023,12.0,7.6,1.58
101410966,2024,10.7,10.8,0.99
101410975,2022,9.5,7.9,1.2
101410975,2023,8.6,6.1,1.41
101410975,2024,8.8,6.5,1.35
101410993,2022,8.8,3.2,2.75
101410993,2023,9.6,6.4,1.5
101410993,2024,9.2,6.7,1.37
101411001,2022,10.2,8.8,1.16
101411001,2023,9.0,6.0,1.5
101411001,2024,9.4,7.0,1.34
101411037,2022,10.8,11.8,0.92
101411037,2023,9.5,8.0,1.19
101411037,2024,8.9,5.9,1.51
101411046,2024,14.4,12.8,1.12
101411091,2022,10.4,7.2,1.44
101411091,2023,10.2,5.8,1.76
101411091,2024,9.9,8.7,1.14
101411116,2022,9.4,8.6,1.09
101411116,2023,8.8,7.4,1.19
101411116,2024,8.2,5.4,1.52
101411125,2022,9.6,6.9,1.39
101411125,2023,9.2,5.8,1.59
101411125,2024,9.2,8.3,1.11
101411143,2022,9.0,7.2,1.25
101411143,2023,8.8,6.1,1.44
101411143,2024,7.7,4.7,1.64
101411152,2022,10.3,5.5,1.87
101411152,2023,10.2,6.4,1.59
101411152,2024,9.8,7.8,1.26
101411161,2022,12.1,5.7,2.12
101411161,2023,11.1,6.9,1.61
101411161,2024,12.0,8.3,1.45
101411258,2022,9.1,5.7,1.6
101411258,2023,9.5,6.3,1.51
101411258,2024,9.0,8.1,1.11
101411267,2022,6.1,1.7,3.59
101411267,2023,6.9,1.7,4.06
101411267,2024,7.8,2.5,3.12
101411276,2022,9.1,8.3,1.1
101411276,2023,8.5,8.1,1.05
101411276,2024,8.3,6.7,1.24
101411301,2022,10.4,8.9,1.17
