yop_kodu,year,ortalama_tercih_edilme_sirasi_A,ortalama_yerlesen_tercih_sirasi_B,marka_etkinlik_degeri_A_div_B
108210974,2023,7.3,4.7,1.55
108210974,2024,7.8,6.5,1.2
108211063,2022,9.3,4.9,1.9
108211063,2023,8.8,4.9,1.8
108211063,2024,9.0,7.9,1.14
108211072,2022,8.5,4.3,1.98
108211072,2023,8.3,4.7,1.77
108211072,2024,8.6,5.9,1.46
108211081,2022,9.3,6.2,1.5
108211081,2023,8.7,4.8,1.81
108211081,2024,9.0,6.6,1.36
108211106,2022,7.1,2.4,2.96
108211106,2023,7.0,3.6,1.94
108211106,2024,7.5,2.9,2.59
108211115,2022,8.8,5.0,1.76
108211115,2023,8.6,5.1,1.69
108211115,2024,8.4,7.6,1.11
108211124,2022,10.0,4.1,2.44
108211124,2023,10.2,4.2,2.43
108211124,2024,9.2,6.5,1.42
108211133,2022,7.5,3.2,2.34
108211133,2023,7.1,3.4,2.09
108211133,2024,6.5,3.3,1.97
108211142,2022,8.6,5.5,1.56
108211142,2023,7.7,3.9,1.97
108211142,2024,7.7,6.5,1.18
108211151,2022,9.2,8.1,1.14
108211151,2023,8.0,5.8,1.38
108211151,2024,7.8,4.8,1.62
108211187,2022,9.1,6.2,1.47
108211187,2023,9.0,5.9,1.53
108211187,2024,8.9,6.6,1.35
108211196,2022,10.6,8.3,1.28
108211196,2023,9.8,6.6,1.48
108211196,2024,9.1,7.8,1.17
108290230,2022,8.2,6.6,1.24
108290230,2023,8.1,6.3,1.29
108290230,2024,7.9,10.4,0.76
108290232,2022,10.7,7.9,1.35
108290232,2023,9.1,4.7,1.94
108290232,2024,9.4,9.5,0.99
108290235,2022,10.0,7.6,1.32
108290235,2023,9.1,4.2,2.17
108290235,2024,8.6,5.9,1.46
108290278,2022,11.4,9.6,1.19
108290278,2023,10.2,6.2,1.65
108290278,2024,9.9,10.3,0.96
108290284,2022,9.4,7.7,1.22
108290284,2023,9.1,7.5,1.21
108290284,2024,9.7,10.7,0.91
108290285,2022,10.7,9.4,1.14
108290285,2023,9.8,8.2,1.2
108290285,2024,10.0,11.4,0.88
108290343,2022,8.2,3.6,2.28
108290343,2023,7.2,1.8,4.0
108290343,2024,7.6,3.9,1.95
108290345,2022,9.9,6.3,1.57
108290345,2023,8.6,5.1,1.69
108290345,2024,8.9,5.6,1.59
108290376,2022,9.1,6.3,1.44
108290376,2023,9.4,5.9,1.59
108290376,2024,9.5,11.0,0.86
108290383,2022,7.7,10.6,0.73
108290383,2023,9.1,8.7,1.05
108290383,2024,8.2,6.7,1.22
108290425,2024,1.0,1.0,1.0
108290446,2023,8.6,11.5,0.75
108290446,2024,10.9,17.3,0.63
108290509,2024,9.2,7.5,1.23
108290516,2024,8.4,9.1,0.92
108290523,2024,8.4,8.2,1.02
108290530,2024,7.3,3.7,1.97
108290537,2024,7.8,7.7,1.01
108290544,2024,9.2,7.8,1.18
205810058,2022,8.8,6.4,1.38
205810058,2023,8.4,4.8,1.75
205810058,2024,7.3,2.9,2.52
205810067,2022,9.4,7.6,1.24
205810067,2023,9.2,7.2,1.28
205810067,2024,8.4,7.2,1.17
205810101,2022,10.6,9.3,1.14
205810101,2023,9.7,10.6,0.92
205810101,2024,9.9,8.7,1.14
205810128,2022,10.8,15.0,0.72
205810128,2023,10.1,9.7,1.04
205810128,2024,10.6,10.0,1.06
205810155,2022,10.4,7.1,1.46
205810155,2023,12.4,8.9,1.39
205810155,2024,8.4,5.1,1.65
205810164,2022,9.9,7.4,1.34
205810164,2023,9.0,11.3,0.8
205810164,2024,8.9,10.9,0.82
205810173,2022,10.7,8.8,1.22
205810173,2023,8.3,6.7,1.24
205810173,2024,8.1,3.1,2.61
205810182,2022,8.4,6.8,1.24
205810182,2023,9.0,7.9,1.14
205810182,2024,9.5,9.5,1.0
205810207,2022,10.1,7.9,1.28
205810207,2023,8.9,11.8,0.75
205810207,2024,10.3,15.8,0.65
205810234,2022,12.2,6.5,1.88
205810234,2023,10.3,5.1,2.02
205810234,2024,8.3,2.6,3.19
205810288,2022,12.0,7.7,1.56
205810288,2023,9.9,4.2,2.36
205810288,2024,9.1,4.0,2.27
205810331,2022,9.6,9.4,1.02
205810331,2023,9.3,9.4,0.99
205810331,2024,8.9,9.4,0.95
205810349,2022,10.4,6.4,1.62
205810349,2023,8.1,5.9,1.37
205810349,2024,8.1,3.3,2.45
205850507,2022,10.4,6.2,1.68
205850507,2023,10.1,5.5,1.84
205850507,2024,7.2,1.4,5.14
205850509,2022,8.7,5.9,1.47
205850509,2023,8.8,4.1,2.15
205850509,2024,7.3,2.6,2.81
205850534,2022,9.2,7.8,1.18
205850534,2023,8.2,7.3,1.12
205850534,2024,6.7,5.5,1.22
205850543,2022,10.0,12.6,0.79
205850543,2023,9.3,8.3,1.12
205850543,2024,9.7,9.9,0.98
205850544,2022,12.2,9.0,1.36
205850544,2023,9.8,5.6,1.75
205850544,2024,9.1,2.6,3.5
205850563,2022,8.6,7.4,1.16
205850563,2023,9.1,8.7,1.05
205850563,2024,8.8,10.0,0.88
205850570,2022,10.4,8.7,1.2
205850570,2023,9.0,6.8,1.32
205850570,2024,7.9,4.9,1.61
205850577,2023,12.5,5.2,2.4
205850577,2024,10.9,6.8,1.6
205850584,2023,12.3,7.0,1.76
205850584,2024,12.7,5.5,2.31
205850591,2023,12.8,7.2,1.78
205850591,2024,13.9,1.0,13.9
205850598,2023,11.0,5.4,2.04
205850598,2024,11.0,3.0,3.67
205850619,2024,8.3,4.7,1.77
205850626,2024,6.8,2.6,2.62
107810017,2022,8.9,6.1,1.46
107810017,2023,10.3,9.1,1.13
107810017,2024,10.4,7.1,1.46
107810026,2022,11.2,8.1,1.38
107810026,2023,11.7,9.6,1.22
107810026,2024,11.1,4.8,2.31
107810035,2022,10.9,6.9,1.58
107810035,2023,11.1,6.3,1.76
107810035,2024,9.8,7.0,1.4
107810044,2022,15.5,8.4,1.85
107810044,2023,15.4,6.1,2.52
107810044,2024,18.0,18.0,1.0
107810053,2022,9.8,4.6,2.13
107810053,2023,10.4,6.4,1.62
107810053,2024,13.6,7.0,1.94
107810071,2022,10.6,5.7,1.86
107810071,2023,10.6,7.1,1.49
107810071,2024,10.9,5.8,1.88
107810105,2022,10.5,8.9,1.18
107810105,2023,12.2,10.5,1.16
107810105,2024,12.7,10.7,1.19
107810114,2022,11.7,10.0,1.17
107810114,2023,10.8,7.1,1.52
107810114,2024,11.1,5.1,2.18
107810123,2022,12.3,12.2,1.01
107810123,2023,11.7,9.3,1.26
107810123,2024,11.9,10.6,1.12
107810141,2022,11.2,8.5,1.32
107810141,2023,11.8,5.8,2.03
107810141,2024,10.9,5.8,1.88
107810159,2022,9.7,7.4,1.31
107810159,2023,10.4,5.3,1.96
107810159,2024,12.2,6.6,1.85
107810186,2022,11.6,9.1,1.27
107810186,2023,12.0,6.7,1.79
107810186,2024,12.5,9.4,1.33
107810195,2022,10.6,5.9,1.8
107810195,2023,10.3,5.8,1.78
107810195,2024,10.7,6.3,1.7
107810202,2022,10.7,6.7,1.6
107810202,2023,10.2,4.2,2.43
107810202,2024,12.2,8.0,1.52
107810238,2022,11.5,9.8,1.17
107810238,2023,11.5,8.4,1.37
107810238,2024,12.4,7.5,1.65
107810247,2022,10.4,7.5,1.39
107810247,2023,9.4,3.6,2.61
107810247,2024,9.3,4.6,2.02
107810274,2022,8.6,4.8,1.79
107810274,2023,8.8,5.8,1.52
107810274,2024,9.7,6.7,1.45
107890016,2022,13.2,8.9,1.48
107890016,2023,12.9,12.5,1.03
107890016,2024,12.6,6.2,2.03
107890017,2022,11.8,9.7,1.22
107890017,2023,11.2,7.8,1.44
107890017,2024,10.9,7.5,1.45
107890018,2022,9.6,7.0,1.37
107890018,2023,10.7,7.2,1.49
107890018,2024,10.4,7.2,1.44
107890021,2022,6.9,3.7,1.86
107890021,2023,9.9,3.6,2.75
107890021,2024,9.5,4.4,2.16
107890022,2022,9.4,7.8,1.21
107890022,2023,11.1,9.9,1.12
107890022,2024,10.6,7.0,1.51
107890029,2022,10.2,9.4,1.09
107890029,2023,9.7,6.6,1.47
107890029,2024,9.2,12.1,0.76
107890038,2022,9.8,5.7,1.72
107890038,2023,12.7,7.9,1.61
107890038,2024,12.3,8.5,1.45
107890039,2022,10.5,5.6,1.88
107890039,2023,11.1,4.8,2.31
107890039,2024,12.1,7.5,1.61
107890049,2022,10.2,8.0,1.27
107890049,2023,10.2,6.4,1.59
107890049,2024,8.3,7.8,1.06
107890050,2022,13.1,10.5,1.25
107890050,2023,12.5,9.8,1.28
107890050,2024,11.4,11.6,0.98
107890051,2022,9.6,9.6,1.0
107890051,2023,9.3,10.1,0.92
107890051,2024,9.0,6.8,1.32
107890053,2022,13.2,14.4,0.92
107890053,2023,11.3,8.3,1.36
107890053,2024,14.4,10.7,1.35
107890054,2022,9.6,6.6,1.45
107890054,2023,9.1,4.0,2.27
107890054,2024,9.5,6.6,1.44
107890056,2022,9.2,7.5,1.23
107890056,2023,8.8,7.1,1.24
107890056,2024,10.5,10.7,0.98
100410015,2022,10.1,7.6,1.33
100410015,2023,10.7,9.5,1.13
100410015,2024,10.7,8.5,1.26
100410024,2022,10.3,5.6,1.84
100410024,2023,10.3,8.6,1.2
100410024,2024,10.4,8.0,1.3
100410033,2022,11.3,6.2,1.82
100410033,2023,10.2,8.0,1.27
100410033,2024,10.3,3.4,3.03
100410042,2022,10.7,6.4,1.67
100410042,2023,10.7,10.3,1.04
100410042,2024,10.6,4.5,2.36
100410069,2022,10.6,6.6,1.61
100410069,2023,9.6,5.2,1.85
100410069,2024,10.9,7.8,1.4
100410078,2022,10.9,8.1,1.35
100410078,2023,10.8,5.3,2.04
100410078,2024,9.6,6.4,1.5
100410103,2022,13.1,13.0,1.01
100410103,2023,12.7,9.2,1.38
100410103,2024,11.5,10.2,1.13
100410112,2022,12.9,9.3,1.39
100410112,2023,11.7,8.9,1.31
100410112,2024,11.1,9.9,1.12
100410121,2022,11.4,7.8,1.46
100410121,2023,8.9,3.9,2.28
100410121,2024,9.8,7.7,1.27
100410139,2022,11.4,6.7,1.7
100410139,2023,10.2,4.9,2.08
100410139,2024,9.9,4.9,2.02
100410148,2022,10.5,6.6,1.59
100410148,2023,9.7,6.2,1.56
100410148,2024,10.2,6.0,1.7
100410157,2022,10.4,6.6,1.58
100410157,2023,9.2,3.5,2.63
100410157,2024,9.9,6.2,1.6
100410166,2022,12.0,7.3,1.64
100410166,2023,11.3,6.5,1.74
100410166,2024,11.2,10.6,1.06
100410175,2022,11.6,5.7,2.04
100410175,2023,9.9,4.5,2.2
100410175,2024,10.6,8.5,1.25
100410184,2022,10.7,6.3,1.7
100410184,2023,9.0,5.3,1.7
100410184,2024,9.9,8.3,1.19
100410193,2022,10.7,5.7,1.88
100410193,2023,10.4,6.6,1.58
100410193,2024,10.1,9.7,1.04
100410218,2022,13.2,7.7,1.71
100410218,2023,13.8,5.5,2.51
100410218,2024,14.2,11.4,1.25
100410236,2022,10.9,5.5,1.98
100410236,2023,8.9,2.0,4.45
100410236,2024,13.6,13.3,1.02
100410324,2022,7.9,5.6,1.41
100410324,2023,7.6,4.6,1.65
100410324,2024,7.6,6.0,1.27
100410493,2022,13.9,10.0,1.39
100410493,2023,13.1,8.3,1.58
100410493,2024,12.5,11.0,1.14
100410563,2024,14.1,10.8,1.31
100410572,2024,14.2,13.9,1.02
100410599,2022,12.2,9.5,1.28
100410599,2023,13.3,9.0,1.48
100410599,2024,13.5,13.5,1.0
100410615,2022,14.7,9.1,1.62
100410615,2023,14.1,11.7,1.21
100410615,2024,13.2,12.9,1.02
100410624,2022,13.2,8.8,1.5
100410624,2023,13.2,6.9,1.91
100410624,2024,14.0,11.3,1.24
100410633,2022,12.0,7.8,1.54
100410633,2023,12.3,8.5,1.45
100410633,2024,14.1,11.7,1.21
100410651,2022,13.9,12.8,1.09
100410651,2023,12.4,12.5,0.99
100410651,2024,12.0,12.5,0.96
100410669,2022,14.3,6.6,2.17
100410669,2023,12.7,8.4,1.51
100410669,2024,12.8,11.4,1.12
100410678,2022,10.0,5.5,1.82
100410678,2023,9.7,7.0,1.39
100410678,2024,12.9,8.1,1.59
100410687,2022,12.1,8.3,1.46
100410687,2023,12.8,6.6,1.94
100410687,2024,13.5,9.0,1.5
100410696,2022,13.1,10.3,1.27
100410696,2023,12.5,5.5,2.27
100410696,2024,13.8,10.0,1.38
100410712,2022,13.4,9.0,1.49
100410712,2023,13.5,13.3,1.02
100410712,2024,12.7,12.9,0.98
100410784,2022,8.1,7.0,1.16
100410784,2023,7.4,8.1,0.91
100410784,2024,7.6,7.3,1.04
100410809,2022,10.7,8.7,1.23
100410809,2023,9.6,6.4,1.5
100410809,2024,10.1,9.8,1.03
100410818,2022,11.0,5.5,2.0
100410818,2023,10.3,6.6,1.56
100410818,2024,10.2,8.8,1.16
100410827,2022,9.4,6.4,1.47
100410827,2023,9.3,6.2,1.5
100410827,2024,8.9,4.0,2.23
100410836,2022,11.5,8.9,1.29
100410836,2023,11.0,9.7,1.13
100410836,2024,10.7,11.3,0.95
100410924,2022,11.7,7.7,1.52
100410924,2023,11.1,5.9,1.88
100410924,2024,10.6,7.1,1.49
100410933,2022,11.8,8.3,1.42
100410933,2023,10.8,7.5,1.44
100410933,2024,10.9,11.4,0.96
100410978,2022,10.4,5.6,1.86
100410978,2023,9.6,5.3,1.81
100410978,2024,9.9,7.5,1.32
100410987,2022,11.5,9.1,1.26
100410987,2023,9.5,4.6,2.07
100410987,2024,9.3,7.8,1.19
100490191,2022,10.2,10.1,1.01
100490191,2023,9.7,10.2,0.95
100490191,2024,9.3,6.9,1.35
100490197,2022,10.2,8.9,1.15
100490197,2023,9.8,10.1,0.97
100490197,2024,9.4,7.7,1.22
100490202,2022,11.7,8.0,1.46
100490202,2023,10.0,7.8,1.28
100490202,2024,10.9,10.5,1.04
100490203,2022,10.7,7.1,1.51
100490203,2023,11.5,8.4,1.37
100490203,2024,11.0,8.2,1.34
100490204,2022,11.2,6.0,1.87
100490204,2023,9.6,6.5,1.48
100490204,2024,10.2,9.9,1.03
100490212,2022,10.3,9.0,1.14
100490212,2023,5.2,1.0,5.2
100490212,2024,8.5,19.0,0.45
100490213,2022,6.7,2.0,3.35
100490213,2023,5.1,2.0,2.55
100490213,2024,6.3,3.0,2.1
100490215,2022,11.4,7.2,1.58
100490215,2023,10.7,6.4,1.67
100490215,2024,10.2,8.8,1.16
100490216,2022,11.6,8.5,1.36
100490216,2023,10.6,5.2,2.04
100490216,2024,11.1,10.4,1.07
100490218,2022,10.7,5.2,2.06
100490218,2023,10.8,5.3,2.04
100490218,2024,10.5,9.1,1.15
100490219,2022,9.6,6.9,1.39
100490219,2023,8.9,5.9,1.51
100490219,2024,9.1,8.6,1.06
100490220,2022,10.9,7.5,1.45
100490220,2023,11.1,7.0,1.59
100490220,2024,10.4,6.2,1.68
100490222,2022,11.9,14.0,0.85
100490222,2023,11.1,9.5,1.17
100490222,2024,11.2,9.2,1.22
100490242,2022,9.0,9.5,0.95
100490242,2023,9.7,8.8,1.1
100490242,2024,9.8,9.3,1.05
100490249,2022,10.2,7.4,1.38
100490249,2023,11.0,9.0,1.22
100490249,2024,11.5,8.1,1.42
100490256,2022,6.6,3.0,2.2
100490256,2023,9.6,5.6,1.71
100490256,2024,10.4,5.9,1.76
100490277,2024,10.3,8.8,1.17
100490284,2024,8.9,3.1,2.87
100490291,2024,9.2,2.0,4.6
100490298,2024,11.6,9.5,1.22
100490305,2024,11.1,8.3,1.34
108610016,2022,11.8,6.2,1.9
108610016,2023,11.7,7.0,1.67
108610016,2024,11.5,5.8,1.98
108610025,2022,8.2,4.8,1.71
108610025,2023,7.6,3.9,1.95
108610025,2024,8.1,4.9,1.65
108610034,2022,9.3,4.0,2.33
108610034,2023,9.8,7.5,1.31
108610034,2024,9.8,5.4,1.81
108610043,2022,10.4,5.5,1.89
108610043,2023,9.5,5.8,1.64
108610043,2024,9.1,6.1,1.49
108610052,2022,8.9,3.8,2.34
108610052,2023,9.3,7.6,1.22
108610052,2024,9.0,8.2,1.1
108610061,2022,10.8,7.5,1.44
108610061,2023,9.9,7.9,1.25
108610061,2024,9.6,4.7,2.04
108610079,2022,8.7,4.0,2.17
108610079,2023,9.4,4.4,2.14
108610079,2024,9.1,5.6,1.62
108610088,2022,9.8,3.7,2.65
108610088,2023,8.7,3.0,2.9
108610088,2024,7.4,5.7,1.3
108610097,2022,10.9,6.1,1.79
108610097,2023,9.8,5.8,1.69
108610097,2024,10.2,9.0,1.13
108610104,2022,10.6,7.3,1.45
108610104,2023,9.8,5.4,1.81
108610104,2024,8.7,6.5,1.34
108610113,2022,11.2,7.7,1.45
108610113,2023,10.8,5.6,1.93
108610113,2024,11.3,5.8,1.95
108610122,2022,9.7,7.2,1.35
108610122,2023,9.2,5.3,1.74
108610122,2024,9.2,7.1,1.3
108610131,2022,11.3,7.4,1.53
108610131,2023,10.7,8.2,1.3
108610131,2024,9.8,8.4,1.17
108610149,2022,10.2,5.9,1.73
108610149,2023,9.7,6.3,1.54
108610149,2024,9.7,8.1,1.2
108610158,2022,10.6,6.6,1.61
108610158,2023,9.3,4.8,1.94
108610158,2024,8.8,5.2,1.69
108610167,2022,9.9,4.9,2.02
108610167,2023,7.9,3.5,2.26
108610167,2024,8.4,5.4,1.56
108610176,2022,10.0,5.4,1.85
108610176,2023,9.2,4.1,2.24
108610176,2024,9.4,3.1,3.03
108610185,2022,9.7,5.8,1.67
108610185,2023,8.7,4.0,2.17
108610185,2024,9.2,4.3,2.14
108610194,2022,10.8,5.7,1.89
108610194,2023,9.4,4.9,1.92
108610194,2024,9.2,8.6,1.07
108610219,2022,10.2,4.8,2.12
108610219,2023,8.3,4.4,1.89
108610219,2024,8.9,7.9,1.13
108610228,2022,9.7,6.7,1.45
108610228,2023,8.1,4.2,1.93
108610228,2024,8.7,6.6,1.32
108610237,2022,10.4,5.3,1.96
108610237,2023,8.2,3.9,2.1
108610237,2024,8.8,7.6,1.16
108610246,2022,10.4,11.9,0.87
108610246,2023,9.9,8.5,1.16
108610246,2024,9.5,6.8,1.4
108610255,2022,10.7,9.0,1.19
108610255,2023,10.2,7.2,1.42
108610255,2024,10.1,9.1,1.11
108610264,2022,9.9,9.8,1.01
108610264,2023,9.6,7.1,1.35
108610264,2024,9.2,8.8,1.05
108610273,2022,12.1,7.6,1.59
108610273,2023,12.8,6.6,1.94
108610273,2024,12.6,8.8,1.43
108610282,2022,12.6,7.4,1.7
108610282,2023,11.4,6.0,1.9
108610282,2024,11.5,9.7,1.19
108610307,2022,11.1,10.0,1.11
108610307,2023,10.7,10.4,1.03
108610307,2024,10.5,10.9,0.96
108610316,2022,10.8,6.7,1.61
108610316,2023,9.4,7.1,1.32
108610316,2024,10.8,9.0,1.2
108610352,2022,9.0,4.7,1.91
108610352,2023,8.7,4.8,1.81
108610352,2024,8.5,5.8,1.47
108610397,2022,12.4,4.0,3.1
108610397,2023,11.4,5.6,2.04
108610397,2024,12.8,8.5,1.51
108610404,2022,8.9,4.4,2.02
108610404,2023,9.0,4.0,2.25
108610404,2024,11.3,7.4,1.53
108610413,2022,11.6,8.0,1.45
108610413,2023,9.9,4.6,2.15
108610413,2024,9.6,9.5,1.01
108610422,2022,8.6,7.0,1.23
108610422,2023,7.8,6.3,1.24
108610422,2024,8.3,7.4,1.12
108610476,2022,10.8,7.6,1.42
108610476,2023,9.2,5.6,1.64
108610476,2024,9.9,8.2,1.21
108610528,2022,10.8,11.5,0.94
108610528,2023,9.9,8.7,1.14
108610528,2024,10.2,10.3,0.99
108610537,2022,11.4,6.2,1.84
108610537,2023,11.3,9.5,1.19
108610537,2024,10.8,5.1,2.12
108610564,2022,12.2,9.1,1.34
108610564,2023,11.3,8.6,1.31
108610564,2024,11.9,11.2,1.06
108610573,2022,12.0,8.6,1.4
108610573,2023,13.8,10.6,1.3
108610573,2024,12.2,10.6,1.15
108610625,2022,9.6,5.3,1.81
108610625,2023,8.5,2.9,2.93
108610625,2024,8.4,3.8,2.21
108610634,2022,9.1,6.7,1.36
108610634,2023,8.3,4.3,1.93
108610634,2024,9.0,6.5,1.38
108610643,2022,12.5,8.6,1.45
108610643,2023,11.6,8.9,1.3
108610643,2024,12.3,9.4,1.31
108610679,2022,8.5,5.7,1.49
108610679,2023,8.0,5.2,1.54
108610679,2024,7.9,4.5,1.76
108610688,2022,10.7,6.4,1.67
108610688,2023,9.2,5.8,1.59
108610688,2024,9.3,9.0,1.03
108610697,2022,10.0,6.8,1.47
108610697,2023,9.1,5.2,1.75
108610697,2024,9.3,5.4,1.72
108610704,2022,10.4,6.6,1.58
108610704,2023,9.3,5.1,1.82
108610704,2024,8.5,5.6,1.52
108610713,2022,7.7,5.8,1.33
108610713,2023,7.3,7.0,1.04
108610713,2024,7.7,11.7,0.66
108610722,2022,10.1,6.6,1.53
108610722,2023,9.5,5.5,1.73
108610722,2024,9.4,5.4,1.74
108610731,2022,10.8,8.4,1.29
108610731,2023,9.7,7.3,1.33
108610731,2024,9.3,7.8,1.19
108610767,2022,13.1,15.0,0.87
108610776,2022,8.3,4.2,1.98
108610776,2023,7.0,3.2,2.19
108610776,2024,9.6,4.4,2.18
108610785,2022,11.9,9.6,1.24
108610785,2023,10.9,8.4,1.3
108610785,2024,10.3,8.3,1.24
108610794,2022,9.4,7.0,1.34
108610794,2023,8.8,5.7,1.54
108610794,2024,8.9,7.7,1.16
108610801,2022,11.6,6.5,1.78
108610801,2023,10.4,8.5,1.22
108610801,2024,10.3,8.0,1.29
108610819,2022,11.7,6.0,1.95
108610819,2023,12.3,11.5,1.07
108610819,2024,11.6,14.3,0.81
108610828,2022,9.3,5.5,1.69
108610828,2023,8.9,4.3,2.07
108610828,2024,8.6,5.3,1.62
108690096,2022,7.9,2.4,3.29
108690096,2023,8.4,4.1,2.05
108690096,2024,8.7,4.9,1.78
108690097,2022,10.4,6.3,1.65
108690097,2023,9.5,7.1,1.34
108690097,2024,9.5,8.8,1.08
108690098,2022,10.2,7.2,1.42
108690098,2023,9.2,5.0,1.84
108690098,2024,8.6,8.2,1.05
108690155,2022,10.4,4.5,2.31
108690155,2023,8.7,6.1,1.43
108690155,2024,8.4,6.7,1.25
108690195,2022,8.6,4.5,1.91
108690195,2023,7.1,3.5,2.03
108690195,2024,7.8,5.3,1.47
108690197,2022,12.3,9.5,1.29
108690197,2023,10.9,7.4,1.47
108690197,2024,9.9,11.5,0.86
108690251,2022,11.4,10.0,1.14
108690251,2023,8.0,4.0,2.0
108690251,2024,10.9,2.0,5.45
108690253,2022,9.1,7.6,1.2
108690253,2023,8.7,6.5,1.34
108690253,2024,8.6,9.7,0.89
108690254,2022,10.1,2.5,4.04
108690254,2023,9.4,1.8,5.22
108690254,2024,8.8,1.6,5.5
108690259,2022,9.7,6.6,1.47
108690259,2023,9.7,5.6,1.73
108690259,2024,11.4,11.0,1.04
108690260,2022,10.4,5.7,1.82
108690260,2023,9.2,5.6,1.64
108690260,2024,10.1,10.1,1.0
108690268,2022,9.9,4.6,2.15
108690268,2023,8.0,4.8,1.67
108690268,2024,8.6,4.8,1.79
108690275,2022,9.4,7.0,1.34
108690275,2023,10.5,6.5,1.62
108690275,2024,10.8,8.2,1.32
108690296,2022,10.3,7.6,1.36
108690296,2023,9.9,5.3,1.87
108690296,2024,9.5,9.7,0.98
108690303,2023,7.7,4.8,1.6
108690303,2024,8.3,7.3,1.14
108690317,2023,6.4,2.7,2.37
108690317,2024,5.2,3.0,1.73
108690324,2023,6.7,3.3,2.03
108690324,2024,8.6,7.3,1.18
108690338,2023,7.4,4.6,1.61
108690338,2024,6.6,6.1,1.08
108690345,2023,7.4,3.8,1.95
108690345,2024,6.7,3.9,1.72
108690380,2023,9.6,4.8,2.0
108690380,2024,10.1,7.0,1.44
108690387,2023,9.5,5.7,1.67
108690387,2024,10.2,7.4,1.38
108690408,2024,8.1,4.1,1.98
108690422,2024,8.3,4.0,2.08
101310013,2022,11.2,7.5,1.49
101310013,2023,11.4,13.9,0.82
101310013,2024,11.6,12.7,0.91
101310022,2022,9.5,8.3,1.14
101310022,2023,8.5,6.4,1.33
101310022,2024,7.8,6.9,1.13
101310031,2022,9.8,8.6,1.14
101310031,2023,10.8,8.2,1.32
101310031,2024,10.2,8.4,1.21
101310058,2024,9.5,12.0,0.79
101310101,2022,12.1,7.6,1.59
101310101,2023,11.2,4.5,2.49
101310101,2024,10.6,5.3,2.0
101310128,2022,11.6,8.3,1.4
101310128,2023,10.8,5.0,2.16
101310128,2024,10.3,6.6,1.56
101310137,2022,11.3,7.3,1.55
101310137,2023,10.4,5.5,1.89
101310137,2024,11.1,5.7,1.95
101310146,2022,12.7,12.5,1.02
101310146,2023,12.6,12.4,1.02
101310146,2024,11.7,5.1,2.29
101310155,2022,12.1,8.0,1.51
101310155,2023,11.9,8.5,1.4
101310155,2024,11.4,10.2,1.12
101310164,2022,12.3,9.0,1.37
101310164,2023,12.2,16.8,0.73
101310164,2024,12.4,5.1,2.43
101310207,2022,10.8,5.7,1.89
101310207,2023,11.1,5.2,2.13
101310207,2024,11.7,10.8,1.08
101310216,2022,11.3,7.5,1.51
101310216,2023,12.3,11.0,1.12
101310216,2024,14.9,7.4,2.01
101310234,2022,11.3,6.6,1.71
101310234,2023,9.9,4.5,2.2
101310234,2024,10.6,4.7,2.26
101310243,2022,12.2,10.4,1.17
101310243,2023,11.7,7.0,1.67
101310243,2024,11.1,13.0,0.85
101310252,2022,11.6,8.6,1.35
101310252,2023,11.9,8.4,1.42
101310252,2024,11.2,13.3,0.84
101310261,2022,10.8,5.4,2.0
101310261,2023,12.1,7.4,1.64
101310261,2024,11.5,9.1,1.26
101370248,2022,12.7,11.5,1.1
101370248,2023,12.2,9.5,1.28
101370248,2024,11.6,13.0,0.89
101370263,2022,13.5,10.3,1.31
101370263,2023,14.0,16.3,0.86
101370263,2024,13.3,9.2,1.45
101370264,2022,10.4,7.0,1.49
101370264,2023,9.8,5.0,1.96
101370264,2024,10.1,8.0,1.26
101370270,2022,10.7,8.1,1.32
101370270,2023,10.1,7.2,1.4
101370270,2024,10.3,9.7,1.06
101370275,2022,10.3,12.3,0.84
101370275,2023,11.2,10.8,1.04
101370275,2024,11.4,9.9,1.15
101370276,2022,12.4,5.8,2.14
101370276,2023,11.0,3.5,3.14
101370276,2024,11.2,4.5,2.49
101370286,2022,12.1,8.0,1.51
101370286,2023,11.7,5.7,2.05
101370286,2024,10.6,10.3,1.03
101370293,2022,14.4,14.0,1.03
101370293,2023,12.7,12.8,0.99
101370293,2024,14.0,13.6,1.03
101370300,2023,11.8,8.0,1.48
101370300,2024,11.6,11.0,1.05
101370307,2023,15.5,8.0,1.94
101370307,2024,16.2,15.5,1.05
101370314,2023,10.4,5.4,1.93
101370314,2024,10.9,8.3,1.31
101370356,2024,11.3,9.4,1.2
101370370,2024,11.3,6.8,1.66
101370377,2024,10.3,8.9,1.16
110210039,2022,12.7,10.4,1.22
110210039,2023,11.8,6.8,1.74
110210039,2024,9.7,8.0,1.21
110210057,2022,8.3,5.4,1.54
110210057,2023,8.3,6.6,1.26
110210057,2024,12.1,6.9,1.75
110210075,2022,10.1,4.3,2.35
110210075,2023,9.6,4.2,2.29
110210075,2024,11.4,8.1,1.41
110210084,2022,7.9,2.0,3.95
110210084,2023,8.0,4.1,1.95
110210084,2024,8.7,9.2,0.95
110210093,2022,8.4,4.7,1.79
110210093,2023,7.5,3.7,2.03
110210093,2024,7.2,7.0,1.03
110210109,2022,9.6,8.6,1.12
110210109,2023,8.9,8.0,1.11
110210109,2024,8.1,3.0,2.7
110210118,2022,9.2,6.2,1.48
110210118,2023,8.2,5.0,1.64
110210118,2024,8.1,4.0,2.02
