yop_kodu,kullanilan_tercih_2022,kullanilan_tercih_2023,kullanilan_tercih_2024,bos_birakilan_tercih_2022,bos_birakilan_tercih_2023,bos_birakilan_tercih_2024,ortalama_kullanilan_tercih_2022,ortalama_kullanilan_tercih_2023,ortalama_kullanilan_tercih_2024
105690485,310.0,293.0,399.0,410.0,427.0,561.0,10.0,10.0,10.0
105690584,1293.0,1115.0,1125.0,627.0,805.0,795.0,16.0,14.0,14.0
105690587,82.0,85.0,78.0,158.0,155.0,162.0,8.0,9.0,8.0
105690591,2649.0,2112.0,5993.0,4719.0,5280.0,8767.0,9.0,7.0,10.0
105690592,1648.0,1418.0,4062.0,3272.0,3502.0,5778.0,8.0,7.0,10.0
105690593,2327.0,1925.0,1410.0,5065.0,5395.0,3486.0,8.0,6.0,7.0
105690648,325.0,296.0,475.0,395.0,424.0,485.0,11.0,10.0,12.0
105690649,683.0,676.0,744.0,781.0,764.0,696.0,11.0,11.0,12.0
105690650,394.0,364.0,382.0,590.0,596.0,578.0,10.0,9.0,10.0
105690655,310.0,301.0,354.0,314.0,323.0,390.0,12.0,12.0,11.0
105690656,327.0,483.0,442.0,657.0,501.0,518.0,8.0,12.0,11.0
105690657,441.0,730.0,524.0,1047.0,758.0,940.0,7.0,12.0,9.0
105690658,687.0,669.0,585.0,753.0,771.0,855.0,11.0,11.0,10.0
105690659,2168.0,1897.0,3646.0,3976.0,4247.0,6170.0,8.0,7.0,9.0
105690660,860.0,814.0,962.0,820.0,866.0,838.0,12.0,12.0,13.0
105690661,787.0,905.0,624.0,653.0,535.0,456.0,13.0,15.0,14.0
105690664,1596.0,1617.0,3758.0,2100.0,2079.0,3634.0,10.0,11.0,12.0
105690665,10.0,13.0,106.0,14.0,11.0,38.0,10.0,13.0,18.0
105690666,11.0,39.0,34.0,13.0,57.0,62.0,11.0,10.0,9.0
105690667,,,,,,,,,
105690743,24.0,17.0,6.0,24.0,31.0,18.0,12.0,9.0,6.0
105690744,500.0,398.0,526.0,724.0,850.0,794.0,10.0,8.0,10.0
105690745,641.0,613.0,376.0,559.0,587.0,344.0,13.0,12.0,13.0
105690746,682.0,597.0,623.0,518.0,603.0,817.0,14.0,12.0,10.0
105690747,959.0,897.0,950.0,865.0,927.0,970.0,13.0,12.0,12.0
105690748,321.0,301.0,98.0,159.0,179.0,142.0,16.0,15.0,10.0
105690750,82.0,57.0,86.0,38.0,63.0,34.0,16.0,11.0,17.0
105690751,892.0,900.0,567.0,596.0,588.0,393.0,14.0,15.0,14.0
105690795,992.0,747.0,818.0,448.0,693.0,622.0,17.0,12.0,14.0
105690802,395.0,338.0,572.0,325.0,382.0,388.0,13.0,11.0,14.0
105690809,258.0,251.0,327.0,462.0,469.0,513.0,9.0,8.0,9.0
105690823,,15.0,14.0,,9.0,10.0,,15.0,14.0
105690830,,503.0,606.0,,217.0,234.0,,17.0,17.0
105690851,,421.0,426.0,,323.0,438.0,,14.0,12.0
105690858,,406.0,558.0,,314.0,402.0,,14.0,14.0
105690865,,549.0,631.0,,171.0,209.0,,18.0,18.0
105690886,,,344.0,,,136.0,,,17.0
105690907,,,1152.0,,,1008.0,,,13.0
105690921,,,6813.0,,,5499.0,,,13.0
105690956,,,183.0,,,153.0,,,13.0
105690963,,,172.0,,,188.0,,,11.0
105690970,,,69.0,,,51.0,,,14.0
111610016,2788.0,2951.0,2837.0,3452.0,3289.0,3643.0,11.0,11.0,11.0
111610025,461.0,500.0,580.0,979.0,940.0,980.0,8.0,8.0,9.0
111610397,612.0,524.0,609.0,636.0,724.0,615.0,12.0,10.0,12.0
111610413,946.0,842.0,531.0,542.0,622.0,333.0,15.0,14.0,15.0
111610422,315.0,359.0,390.0,189.0,385.0,354.0,15.0,12.0,13.0
111610431,1088.0,960.0,833.0,352.0,480.0,415.0,18.0,16.0,16.0
111610449,814.0,784.0,610.0,626.0,656.0,590.0,14.0,13.0,12.0
111610458,1285.0,1069.0,587.0,395.0,611.0,373.0,18.0,15.0,15.0
111610467,974.0,916.0,815.0,346.0,524.0,385.0,18.0,15.0,16.0
111610476,957.0,793.0,552.0,531.0,695.0,432.0,15.0,13.0,13.0
111610485,766.0,722.0,736.0,554.0,598.0,464.0,14.0,13.0,15.0
111610661,1216.0,1457.0,1656.0,944.0,703.0,624.0,14.0,16.0,17.0
111610679,1127.0,1030.0,802.0,577.0,698.0,446.0,16.0,14.0,15.0
111610688,899.0,979.0,1063.0,781.0,701.0,737.0,13.0,14.0,14.0
111610697,1311.0,1320.0,1375.0,609.0,600.0,545.0,16.0,17.0,17.0
111610704,1022.0,1116.0,1192.0,658.0,564.0,608.0,15.0,16.0,16.0
111610713,1192.0,1188.0,810.0,728.0,732.0,630.0,15.0,15.0,14.0
111610722,103.0,235.0,421.0,41.0,149.0,203.0,17.0,15.0,16.0
111610731,243.0,399.0,482.0,117.0,345.0,262.0,16.0,13.0,16.0
111610749,751.0,919.0,666.0,929.0,761.0,534.0,11.0,13.0,13.0
111610758,983.0,1039.0,760.0,697.0,641.0,440.0,14.0,15.0,15.0
111610767,426.0,592.0,640.0,198.0,320.0,344.0,16.0,16.0,16.0
111610776,1181.0,1214.0,1397.0,739.0,706.0,643.0,15.0,15.0,16.0
111610785,1019.0,1094.0,1120.0,661.0,586.0,680.0,15.0,16.0,15.0
111610794,918.0,915.0,1008.0,786.0,813.0,792.0,13.0,13.0,13.0
111610801,1156.0,1039.0,808.0,812.0,881.0,632.0,14.0,13.0,13.0
111610819,965.0,1043.0,1029.0,715.0,637.0,771.0,14.0,15.0,14.0
111610864,1752.0,1691.0,1607.0,1128.0,1189.0,1513.0,15.0,14.0,12.0
111610952,419.0,496.0,763.0,325.0,488.0,365.0,14.0,12.0,16.0
111611129,1346.0,1428.0,1298.0,814.0,732.0,982.0,15.0,16.0,14.0
111611138,907.0,963.0,965.0,773.0,717.0,835.0,13.0,14.0,13.0
111611165,878.0,961.0,663.0,562.0,527.0,297.0,15.0,16.0,17.0
111611192,3136.0,2963.0,2785.0,1904.0,2077.0,2255.0,15.0,14.0,13.0
111611217,1090.0,1013.0,1051.0,590.0,691.0,797.0,16.0,14.0,14.0
111611226,1032.0,1016.0,1057.0,648.0,664.0,743.0,15.0,15.0,14.0
111611411,,,,,,,,,
111611474,1289.0,873.0,1168.0,415.0,855.0,632.0,18.0,12.0,16.0
111611517,949.0,942.0,802.0,491.0,498.0,398.0,16.0,16.0,16.0
111611553,937.0,816.0,833.0,503.0,624.0,367.0,16.0,14.0,17.0
111611571,,,,,,,,,
111690549,497.0,498.0,478.0,247.0,222.0,266.0,16.0,17.0,15.0
111690609,443.0,515.0,379.0,277.0,205.0,341.0,15.0,17.0,13.0
111690693,1016.0,1067.0,946.0,424.0,373.0,494.0,17.0,18.0,16.0
111690714,713.0,756.0,694.0,247.0,204.0,266.0,18.0,19.0,17.0
111690721,466.0,439.0,474.0,590.0,665.0,582.0,11.0,10.0,11.0
111690749,,,329.0,,,391.0,,,11.0
206210025,42.0,42.0,18.0,30.0,6.0,30.0,14.0,21.0,9.0
206210043,156.0,198.0,189.0,36.0,18.0,27.0,20.0,22.0,21.0
206210088,102.0,138.0,80.0,66.0,54.0,88.0,15.0,17.0,11.0
206210149,38.0,33.0,66.0,34.0,39.0,54.0,13.0,11.0,13.0
206210167,61.0,41.0,69.0,11.0,55.0,51.0,20.0,10.0,14.0
206210185,136.0,164.0,187.0,56.0,52.0,29.0,17.0,18.0,21.0
206210201,48.0,75.0,61.0,48.0,45.0,59.0,12.0,15.0,12.0
206210228,174.0,231.0,286.0,234.0,369.0,386.0,10.0,9.0,10.0
206210246,215.0,248.0,423.0,169.0,352.0,369.0,13.0,10.0,13.0
206210325,413.0,412.0,485.0,499.0,692.0,643.0,11.0,9.0,10.0
206210343,617.0,795.0,652.0,487.0,501.0,644.0,13.0,15.0,12.0
206210352,395.0,327.0,315.0,157.0,417.0,429.0,17.0,11.0,10.0
206210467,33.0,31.0,27.0,39.0,17.0,21.0,11.0,16.0,14.0
206210494,43.0,90.0,79.0,29.0,30.0,41.0,14.0,18.0,16.0
206210519,82.0,102.0,81.0,62.0,66.0,87.0,14.0,15.0,12.0
206210528,477.0,481.0,422.0,339.0,527.0,586.0,14.0,11.0,10.0
206210582,44.0,30.0,78.0,28.0,66.0,66.0,15.0,8.0,13.0
206210591,155.0,214.0,205.0,253.0,386.0,443.0,9.0,9.0,8.0
206210634,141.0,193.0,141.0,75.0,71.0,123.0,16.0,18.0,13.0
206210652,78.0,80.0,92.0,42.0,40.0,52.0,16.0,16.0,15.0
206210688,213.0,105.0,171.0,51.0,135.0,69.0,19.0,11.0,17.0
206210697,290.0,312.0,255.0,46.0,72.0,129.0,21.0,20.0,16.0
206210713,178.0,223.0,210.0,38.0,17.0,30.0,20.0,22.0,21.0
206210731,58.0,65.0,59.0,14.0,31.0,37.0,19.0,16.0,15.0
206210758,122.0,117.0,91.0,22.0,51.0,29.0,20.0,17.0,18.0
206210767,384.0,390.0,355.0,432.0,618.0,461.0,11.0,9.0,10.0
206210785,333.0,413.0,413.0,267.0,403.0,499.0,13.0,12.0,11.0
206210891,45.0,50.0,43.0,27.0,46.0,77.0,15.0,13.0,9.0
206210907,236.0,203.0,319.0,172.0,397.0,305.0,14.0,8.0,12.0
206210916,38.0,66.0,67.0,58.0,54.0,77.0,10.0,13.0,11.0
206210925,275.0,307.0,384.0,277.0,437.0,576.0,12.0,10.0,10.0
206210934,34.0,46.0,48.0,14.0,50.0,24.0,17.0,12.0,16.0
206210961,80.0,60.0,102.0,40.0,60.0,66.0,16.0,12.0,15.0
206210988,345.0,288.0,388.0,255.0,528.0,620.0,14.0,8.0,9.0
206211032,581.0,531.0,573.0,787.0,1053.0,1011.0,10.0,8.0,9.0
206211102,57.0,100.0,67.0,39.0,20.0,29.0,14.0,20.0,17.0
206211111,222.0,293.0,181.0,378.0,499.0,419.0,9.0,9.0,7.0
206211138,105.0,188.0,120.0,111.0,52.0,48.0,12.0,19.0,17.0
206211147,584.0,586.0,450.0,640.0,830.0,654.0,11.0,10.0,10.0
206290198,129.0,103.0,88.0,39.0,89.0,80.0,18.0,13.0,13.0
206290199,356.0,416.0,410.0,556.0,688.0,718.0,9.0,9.0,9.0
206290200,58.0,49.0,60.0,14.0,47.0,60.0,19.0,12.0,12.0
206290201,166.0,204.0,186.0,242.0,396.0,414.0,10.0,8.0,7.0
206290202,,30.0,20.0,,42.0,28.0,,10.0,10.0
206290203,148.0,320.0,368.0,68.0,256.0,304.0,16.0,13.0,13.0
206290204,284.0,270.0,279.0,124.0,330.0,273.0,17.0,11.0,12.0
206290205,794.0,883.0,684.0,502.0,797.0,996.0,15.0,13.0,10.0
206290212,782.0,1053.0,967.0,514.0,435.0,521.0,14.0,17.0,16.0
206290219,770.0,912.0,843.0,334.0,384.0,381.0,17.0,17.0,17.0
206290226,1357.0,2120.0,1902.0,467.0,328.0,546.0,18.0,21.0,19.0
208410017,259.0,268.0,183.0,149.0,92.0,129.0,15.0,18.0,14.0
208410035,129.0,169.0,66.0,87.0,71.0,54.0,14.0,17.0,13.0
208410053,204.0,143.0,140.0,84.0,97.0,100.0,17.0,14.0,14.0
208410071,63.0,58.0,59.0,57.0,38.0,37.0,13.0,15.0,15.0
208410098,278.0,198.0,223.0,82.0,114.0,89.0,19.0,15.0,17.0
208410229,95.0,49.0,75.0,25.0,47.0,21.0,19.0,12.0,19.0
208410238,373.0,254.0,280.0,227.0,346.0,296.0,15.0,10.0,12.0
208410274,70.0,37.0,84.0,50.0,59.0,36.0,14.0,9.0,17.0
208410283,287.0,225.0,471.0,313.0,375.0,345.0,11.0,9.0,14.0
208410308,162.0,140.0,140.0,102.0,100.0,52.0,15.0,14.0,18.0
208410317,755.0,790.0,560.0,709.0,842.0,664.0,12.0,12.0,11.0
208410398,75.0,66.0,50.0,69.0,54.0,70.0,13.0,13.0,10.0
208410405,503.0,462.0,428.0,313.0,354.0,388.0,15.0,14.0,13.0
208410414,155.0,118.0,123.0,61.0,74.0,93.0,17.0,15.0,14.0
208410423,895.0,547.0,594.0,329.0,677.0,726.0,18.0,11.0,11.0
208410459,429.0,302.0,463.0,171.0,298.0,257.0,17.0,12.0,15.0
208410502,1432.0,1729.0,1242.0,800.0,503.0,582.0,15.0,19.0,16.0
208410511,1267.0,1044.0,1139.0,773.0,996.0,901.0,15.0,12.0,13.0
208410547,136.0,135.0,156.0,128.0,129.0,132.0,12.0,12.0,13.0
208410556,669.0,687.0,480.0,867.0,1041.0,480.0,10.0,10.0,12.0
208410574,223.0,190.0,162.0,41.0,50.0,30.0,20.0,19.0,20.0
208410583,,,470.0,,,202.0,,,17.0
208410608,81.0,43.0,75.0,39.0,53.0,21.0,16.0,11.0,19.0
208410617,424.0,354.0,239.0,176.0,246.0,217.0,17.0,14.0,13.0
208410626,1218.0,943.0,1064.0,414.0,689.0,640.0,18.0,14.0,15.0
208450705,89.0,47.0,41.0,31.0,49.0,55.0,18.0,12.0,10.0
208450706,417.0,252.0,393.0,183.0,348.0,327.0,17.0,10.0,13.0
208450714,196.0,55.0,36.0,164.0,41.0,36.0,13.0,14.0,12.0
208450715,174.0,7.0,6.0,42.0,17.0,18.0,19.0,7.0,6.0
208450717,173.0,140.0,89.0,19.0,52.0,7.0,22.0,18.0,22.0
208450725,59.0,55.0,80.0,61.0,41.0,40.0,12.0,14.0,16.0
208450727,314.0,275.0,436.0,286.0,325.0,380.0,13.0,11.0,13.0
208450748,86.0,95.0,86.0,130.0,121.0,130.0,10.0,11.0,10.0
208450749,586.0,393.0,287.0,590.0,927.0,409.0,12.0,7.0,10.0
208450752,43.0,70.0,70.0,77.0,26.0,26.0,9.0,18.0,18.0
208450754,474.0,350.0,136.0,126.0,250.0,80.0,19.0,14.0,15.0
208450755,107.0,86.0,85.0,37.0,34.0,35.0,18.0,17.0,17.0
208450756,557.0,476.0,563.0,259.0,340.0,253.0,16.0,14.0,17.0
208450758,168.0,119.0,139.0,96.0,121.0,77.0,15.0,12.0,15.0
208450759,888.0,953.0,354.0,528.0,223.0,174.0,15.0,19.0,16.0
208450765,73.0,63.0,59.0,47.0,33.0,37.0,15.0,16.0,15.0
208450766,397.0,297.0,393.0,203.0,303.0,327.0,16.0,12.0,13.0
208450773,149.0,142.0,113.0,115.0,98.0,127.0,14.0,14.0,11.0
208450774,526.0,675.0,314.0,890.0,861.0,238.0,9.0,11.0,14.0
208450790,665.0,836.0,368.0,559.0,580.0,448.0,13.0,14.0,11.0
208450798,175.0,161.0,161.0,41.0,55.0,79.0,19.0,18.0,16.0
208450799,804.0,874.0,219.0,420.0,566.0,69.0,16.0,15.0,18.0
208450802,237.0,267.0,310.0,243.0,213.0,170.0,12.0,13.0,16.0
208450803,42.0,29.0,41.0,78.0,67.0,55.0,8.0,7.0,10.0
208450804,343.0,280.0,227.0,257.0,296.0,301.0,14.0,12.0,10.0
208450805,51.0,31.0,36.0,21.0,41.0,60.0,17.0,10.0,9.0
208450806,194.0,186.0,111.0,214.0,222.0,201.0,11.0,11.0,9.0
208450807,96.0,72.0,133.0,48.0,96.0,35.0,16.0,10.0,19.0
208450808,361.0,412.0,332.0,455.0,596.0,316.0,11.0,10.0,12.0
208450811,125.0,158.0,177.0,67.0,34.0,39.0,16.0,20.0,20.0
208450812,541.0,642.0,178.0,467.0,582.0,254.0,13.0,13.0,10.0
208450823,324.0,312.0,254.0,156.0,168.0,154.0,16.0,16.0,15.0
208450824,58.0,46.0,56.0,86.0,74.0,64.0,10.0,9.0,11.0
208450825,370.0,328.0,320.0,446.0,488.0,496.0,11.0,10.0,9.0
208450826,113.0,89.0,67.0,55.0,79.0,101.0,16.0,13.0,10.0
208450827,394.0,403.0,382.0,518.0,605.0,626.0,10.0,10.0,9.0
208450828,66.0,30.0,50.0,54.0,66.0,46.0,13.0,8.0,13.0
208450829,370.0,216.0,91.0,230.0,384.0,125.0,15.0,9.0,10.0
208450830,156.0,142.0,150.0,60.0,98.0,90.0,17.0,14.0,15.0
208450831,584.0,642.0,473.0,640.0,774.0,439.0,11.0,11.0,12.0
208450832,144.0,140.0,183.0,144.0,148.0,105.0,12.0,12.0,15.0
208450833,800.0,930.0,760.0,832.0,894.0,1064.0,12.0,12.0,10.0
208450834,142.0,118.0,104.0,98.0,122.0,136.0,14.0,12.0,10.0
208450835,686.0,740.0,727.0,634.0,796.0,809.0,12.0,12.0,11.0
208450836,50.0,34.0,25.0,46.0,38.0,47.0,13.0,11.0,8.0
208450837,241.0,247.0,75.0,71.0,161.0,117.0,19.0,15.0,9.0
208450838,96.0,166.0,174.0,120.0,74.0,66.0,11.0,17.0,17.0
208450839,665.0,754.0,129.0,559.0,662.0,135.0,13.0,13.0,12.0
208450840,75.0,66.0,61.0,45.0,30.0,35.0,15.0,17.0,15.0
208450841,318.0,338.0,9.0,162.0,214.0,15.0,16.0,15.0,9.0
208450842,122.0,133.0,179.0,70.0,83.0,37.0,15.0,15.0,20.0
208450843,563.0,697.0,173.0,565.0,623.0,139.0,12.0,13.0,13.0
208450845,207.0,152.0,81.0,153.0,64.0,39.0,14.0,17.0,16.0
208450846,137.0,72.0,,103.0,48.0,,14.0,14.0,
208450847,117.0,146.0,151.0,99.0,46.0,65.0,13.0,18.0,17.0
208450848,622.0,609.0,75.0,602.0,615.0,21.0,12.0,12.0,19.0
208450849,133.0,80.0,85.0,59.0,88.0,83.0,17.0,11.0,12.0
208450850,535.0,414.0,162.0,473.0,594.0,174.0,13.0,10.0,12.0
208450851,59.0,43.0,66.0,61.0,53.0,30.0,12.0,11.0,17.0
208450852,401.0,253.0,180.0,199.0,347.0,132.0,16.0,10.0,14.0
208450853,67.0,63.0,97.0,77.0,57.0,71.0,11.0,13.0,14.0
208450854,544.0,317.0,249.0,272.0,499.0,231.0,16.0,9.0,12.0
208450875,118.0,153.0,138.0,26.0,15.0,54.0,20.0,22.0,17.0
208450882,425.0,539.0,173.0,391.0,469.0,91.0,13.0,13.0,16.0
208450889,91.0,141.0,127.0,53.0,27.0,41.0,15.0,20.0,18.0
208450896,619.0,679.0,390.0,197.0,329.0,162.0,18.0,16.0,17.0
208451050,,,50.0,,,46.0,,,13.0
112910011,1084.0,966.0,733.0,644.0,762.0,515.0,15.0,13.0,14.0
112910012,1391.0,1193.0,929.0,529.0,727.0,511.0,17.0,15.0,15.0
112910013,1029.0,712.0,469.0,459.0,776.0,515.0,17.0,11.0,11.0
112910014,937.0,892.0,937.0,551.0,596.0,551.0,15.0,14.0,15.0
112910015,917.0,785.0,922.0,571.0,703.0,806.0,15.0,13.0,13.0
112910016,852.0,797.0,896.0,588.0,643.0,664.0,14.0,13.0,14.0
112910017,1159.0,1219.0,1232.0,521.0,461.0,568.0,17.0,17.0,16.0
112910018,1076.0,1065.0,1178.0,604.0,615.0,502.0,15.0,15.0,17.0
112910019,961.0,945.0,1143.0,719.0,735.0,657.0,14.0,14.0,15.0
112910020,1233.0,1361.0,1379.0,687.0,559.0,661.0,15.0,17.0,16.0
112910021,2115.0,1948.0,1798.0,525.0,692.0,842.0,19.0,18.0,16.0
112910022,937.0,856.0,1024.0,791.0,872.0,656.0,13.0,12.0,15.0
112910023,1114.0,1066.0,1351.0,326.0,374.0,569.0,19.0,18.0,17.0
112910024,3033.0,2547.0,2675.0,807.0,1293.0,1165.0,19.0,16.0,17.0
112910025,1025.0,884.0,957.0,463.0,604.0,507.0,17.0,14.0,16.0
112910026,935.0,1072.0,1035.0,505.0,608.0,765.0,16.0,15.0,14.0
112910027,759.0,674.0,444.0,489.0,574.0,300.0,15.0,13.0,14.0
112910028,598.0,631.0,769.0,602.0,593.0,671.0,12.0,12.0,13.0
112910029,865.0,905.0,753.0,335.0,295.0,207.0,17.0,18.0,19.0
112910038,,,24.0,,,,,,24.0
111110047,942.0,924.0,765.0,546.0,564.0,723.0,15.0,15.0,12.0
111110048,1158.0,959.0,897.0,546.0,769.0,831.0,16.0,13.0,12.0
111110050,1452.0,1480.0,1468.0,228.0,200.0,212.0,21.0,21.0,21.0
111110051,1178.0,1069.0,984.0,262.0,371.0,216.0,20.0,18.0,20.0
111110052,1143.0,951.0,705.0,297.0,489.0,255.0,19.0,16.0,18.0
111110054,906.0,882.0,420.0,582.0,606.0,324.0,15.0,14.0,14.0
111110055,920.0,885.0,1018.0,568.0,603.0,710.0,15.0,14.0,14.0
111110060,1411.0,1324.0,1328.0,509.0,596.0,592.0,18.0,17.0,17.0
111110061,855.0,918.0,404.0,585.0,570.0,316.0,14.0,15.0,13.0
111110062,2171.0,1833.0,2250.0,709.0,1047.0,630.0,18.0,15.0,19.0
111110063,900.0,875.0,816.0,540.0,589.0,792.0,15.0,14.0,12.0
111110065,412.0,463.0,431.0,332.0,281.0,313.0,13.0,15.0,14.0
111110066,943.0,968.0,438.0,785.0,760.0,306.0,13.0,13.0,14.0
111110071,823.0,792.0,410.0,617.0,648.0,310.0,14.0,13.0,14.0
111110074,1246.0,1036.0,872.0,698.0,908.0,568.0,15.0,13.0,15.0
111110075,1068.0,929.0,1176.0,660.0,775.0,768.0,15.0,13.0,15.0
111110076,1074.0,943.0,1102.0,654.0,761.0,746.0,15.0,13.0,14.0
111110078,724.0,734.0,841.0,500.0,514.0,383.0,14.0,14.0,16.0
111110081,1128.0,1067.0,1156.0,552.0,613.0,524.0,16.0,15.0,17.0
111110084,663.0,624.0,709.0,321.0,360.0,275.0,16.0,15.0,17.0
111110086,1159.0,1108.0,783.0,521.0,572.0,417.0,17.0,16.0,16.0
111110090,632.0,565.0,623.0,616.0,683.0,625.0,12.0,11.0,12.0
111110091,1039.0,813.0,791.0,401.0,627.0,409.0,17.0,14.0,16.0
111110098,984.0,898.0,959.0,504.0,590.0,769.0,16.0,14.0,13.0
111110105,743.0,688.0,943.0,457.0,512.0,497.0,15.0,14.0,16.0
111110112,,18.0,9.0,,6.0,15.0,,18.0,9.0
111110119,,24.0,,,,,,24.0,
111110126,,1088.0,1131.0,,376.0,429.0,,18.0,17.0
111110133,,911.0,1023.0,,529.0,537.0,,15.0,16.0
111110140,,1195.0,332.0,,533.0,172.0,,17.0,16.0
111110147,,927.0,621.0,,777.0,363.0,,13.0,15.0
111110154,,1356.0,1396.0,,564.0,644.0,,17.0,16.0
111110161,,841.0,299.0,,647.0,445.0,,14.0,10.0
111110168,,679.0,312.0,,281.0,96.0,,17.0,18.0
111110175,,1886.0,1593.0,,274.0,567.0,,21.0,18.0
111110189,,,439.0,,,281.0,,,15.0
203510022,125.0,145.0,191.0,163.0,95.0,73.0,10.0,15.0,17.0
203510049,118.0,121.0,104.0,146.0,119.0,136.0,11.0,12.0,10.0
203510067,144.0,109.0,192.0,144.0,131.0,72.0,12.0,11.0,17.0
203510085,18.0,50.0,17.0,54.0,22.0,55.0,6.0,17.0,6.0
203510119,483.0,167.0,170.0,597.0,313.0,310.0,11.0,8.0,9.0
203510128,109.0,75.0,137.0,179.0,213.0,151.0,9.0,6.0,11.0
203510164,80.0,95.0,55.0,88.0,49.0,89.0,11.0,16.0,9.0
203510173,543.0,403.0,311.0,417.0,557.0,409.0,14.0,10.0,10.0
203510182,118.0,74.0,63.0,170.0,166.0,129.0,10.0,7.0,8.0
203510225,56.0,63.0,105.0,112.0,105.0,63.0,8.0,9.0,15.0
203510261,43.0,48.0,33.0,53.0,48.0,111.0,11.0,12.0,6.0
203510304,104.0,103.0,117.0,112.0,113.0,123.0,12.0,11.0,12.0
203510349,32.0,42.0,81.0,64.0,54.0,63.0,8.0,11.0,14.0
203510367,91.0,28.0,87.0,53.0,92.0,81.0,15.0,6.0,12.0
203510401,80.0,92.0,90.0,112.0,76.0,102.0,10.0,13.0,11.0
203510473,46.0,24.0,57.0,74.0,72.0,63.0,9.0,6.0,11.0
203510491,247.0,209.0,337.0,473.0,511.0,551.0,8.0,7.0,9.0
203510516,322.0,360.0,368.0,278.0,360.0,544.0,13.0,12.0,10.0
203510525,523.0,400.0,570.0,557.0,680.0,726.0,12.0,9.0,11.0
203510561,47.0,14.0,35.0,49.0,82.0,61.0,12.0,4.0,9.0
203510597,201.0,186.0,228.0,255.0,270.0,228.0,11.0,10.0,12.0
203510613,278.0,319.0,307.0,322.0,401.0,413.0,11.0,11.0,10.0
203510631,534.0,519.0,592.0,762.0,897.0,1016.0,10.0,9.0,9.0
203510649,262.0,310.0,309.0,338.0,410.0,603.0,10.0,10.0,8.0
203510658,367.0,348.0,421.0,521.0,540.0,659.0,10.0,9.0,9.0
203510676,729.0,944.0,791.0,855.0,688.0,937.0,11.0,14.0,11.0
203510694,730.0,746.0,648.0,830.0,886.0,984.0,11.0,11.0,10.0
203510701,772.0,946.0,886.0,836.0,686.0,818.0,12.0,14.0,12.0
203510719,366.0,451.0,357.0,642.0,557.0,651.0,9.0,11.0,9.0
203510791,269.0,204.0,255.0,355.0,348.0,297.0,10.0,9.0,11.0
203510807,2014.0,1532.0,1632.0,1442.0,1924.0,1824.0,14.0,11.0,11.0
203510843,48.0,25.0,71.0,48.0,71.0,49.0,12.0,6.0,14.0
203510852,278.0,361.0,420.0,322.0,359.0,420.0,11.0,12.0,12.0
203510879,150.0,112.0,136.0,66.0,80.0,56.0,17.0,14.0,17.0
203510888,689.0,639.0,611.0,607.0,657.0,685.0,13.0,12.0,11.0
203511153,32.0,38.0,51.0,40.0,34.0,21.0,11.0,13.0,17.0
203511241,70.0,82.0,66.0,74.0,62.0,78.0,12.0,14.0,11.0
203511259,566.0,530.0,416.0,322.0,382.0,496.0,15.0,14.0,11.0
203511338,73.0,84.0,46.0,71.0,60.0,98.0,12.0,14.0,8.0
203511347,65.0,84.0,59.0,79.0,60.0,85.0,11.0,14.0,10.0
203511356,423.0,479.0,456.0,369.0,409.0,504.0,13.0,13.0,11.0
203511374,51.0,26.0,55.0,21.0,46.0,17.0,17.0,9.0,18.0
203511383,242.0,234.0,129.0,238.0,246.0,111.0,12.0,12.0,13.0
203511408,404.0,379.0,440.0,388.0,509.0,520.0,12.0,10.0,11.0
203511435,61.0,58.0,73.0,83.0,86.0,71.0,10.0,10.0,12.0
203511444,233.0,244.0,314.0,247.0,356.0,286.0,12.0,10.0,13.0
203511453,83.0,106.0,66.0,61.0,38.0,78.0,14.0,18.0,11.0
203511471,367.0,377.0,419.0,521.0,583.0,541.0,10.0,9.0,10.0
203511489,452.0,425.0,418.0,436.0,535.0,542.0,12.0,11.0,10.0
203511505,144.0,95.0,,96.0,121.0,,14.0,11.0,
203511514,630.0,470.0,,330.0,250.0,,16.0,16.0,
203511532,18.0,124.0,137.0,30.0,116.0,103.0,9.0,12.0,14.0
203590149,56.0,33.0,39.0,112.0,111.0,105.0,8.0,6.0,7.0
203590150,271.0,367.0,328.0,737.0,641.0,680.0,6.0,9.0,8.0
203590168,76.0,65.0,65.0,164.0,151.0,151.0,8.0,7.0,7.0
203590170,41.0,41.0,38.0,79.0,79.0,82.0,8.0,8.0,8.0
203590171,302.0,310.0,264.0,418.0,578.0,624.0,10.0,8.0,7.0
203590174,111.0,73.0,103.0,105.0,143.0,137.0,12.0,8.0,10.0
203590175,511.0,568.0,601.0,785.0,848.0,1007.0,9.0,10.0,9.0
203590180,31.0,53.0,41.0,89.0,43.0,79.0,6.0,13.0,8.0
203590181,327.0,350.0,411.0,273.0,370.0,405.0,13.0,12.0,12.0
203590189,20.0,7.0,11.0,52.0,65.0,61.0,7.0,2.0,4.0
203590231,166.0,158.0,203.0,314.0,442.0,397.0,8.0,6.0,8.0
203590266,,496.0,476.0,,848.0,868.0,,9.0,9.0
203590273,,,32.0,,,64.0,,,8.0
203590280,,,291.0,,,309.0,,,12.0
105710015,3216.0,3033.0,3154.0,1584.0,1767.0,2006.0,16.0,15.0,15.0
105710024,3002.0,2715.0,2813.0,1078.0,1365.0,1267.0,18.0,16.0,17.0
